10997,"14342 103rd Ave NE,  Kirkland, WA, 98034",Match,Exact,"14342 103RD AVE NE, KIRKLAND, WA, 98034","-122.20294,47.73048",186599276,R,53,33,22003
10998,"14344 Redmond-Woodinville Rd NE,  Redmond, WA, 98052",No_Match,,,,,,,,
10999,"5845 NE 4th St,  Renton, WA, 98059",No_Match,,,,,,,,
10990,"14444 157th place see,  Renton, WA, 98059",Match,Non_Exact,"14444 157TH PL SE, RENTON, WA, 98059","-122.13025,47.473198",186636442,L,53,33,31903
10991,"511 NE 127th St,  Seattle, WA, 98125",Match,Non_Exact,"511 NE 127TH ST, SEATTLE, WA, 98125","-122.32327,47.721294",186575343,R,53,33,200
10992,"3029 Fairmount Ave SW,  Seattle, WA, 98116",Match,Exact,"3029 FAIRMOUNT AVE SW, SEATTLE, WA, 98116","-122.38211,47.57666",186661126,R,53,33,9800
10993,"5200 Renton Ave S,  Seattle, WA, 98118",Match,Exact,"5200 RENTON AVE S, SEATTLE, WA, 98118","-122.28705,47.555454",186595980,L,53,33,10300
10994,"4572 165th Ave NE,  Redmond, WA, 98052",Match,Exact,"4572 165TH AVE NE, REDMOND, WA, 98052","-122.121185,47.650036",239787847,R,53,33,22803
10995,"4919 E Mercer Highlands Dr,  Mercer Island, WA, 98040",No_Match,,,,,,,,
10996,"10303 NE 64th St,  Kirkland, WA, 98033",Match,Non_Exact,"10303 NE 64TH ST, KIRKLAND, WA, 98033","-122.20201,47.66371",186604545,R,53,33,22701
10950,"3432 S Mt Baker Blvd,  Seattle, WA, 98144",Match,Non_Exact,"3432 S MOUNT BAKER BLVD, SEATTLE, WA, 98144","-122.28871,47.577637",639731893,L,53,33,9500
10952,"1028 32nd Ave E,  Seattle, WA, 98112",Match,Exact,"1028 32ND AVE E, SEATTLE, WA, 98112","-122.2909,47.62783",629681847,R,53,33,6300
10951,"117 290th Ave NE,  Carnation, WA, 98014",Match,Exact,"117 290TH AVE NE, CARNATION, WA, 98014","-121.95252,47.610676",186944398,R,53,33,32500
10954,"4410 Corliss Ave N,  Seattle, WA, 98103",Match,Exact,"4410 CORLISS AVE N, SEATTLE, WA, 98103","-122.33136,47.660465",186582946,R,53,33,5100
10953,"26631 NE Cherry St,  Duvall, WA, 98019",Match,Exact,"26631 NE CHERRY ST, DUVALL, WA, 98019","-121.98279,47.74158",186616821,R,53,33,32401
10956,"10516 Stone Ave N # B,  Seattle, WA, 98133",Match,Exact,"10516 STONE AVE N, SEATTLE, WA, 98133","-122.342,47.70532",186579713,R,53,33,1300
10955,"3070 NE Magnolia St,  Issaquah, WA, 98029",No_Match,,,,,,,,
10958,"2601 90th Ave NE,  Clyde Hill, WA, 98004",Match,Exact,"2601 90TH AVE NE, CLYDE HILL, WA, 98004","-122.221344,47.633904",186602648,L,53,33,24100
10957,"23616 SE 225th St,  Maple Valley, WA, 98038",Match,Non_Exact,"23616 SE 225TH ST, MAPLE VALLEY, WA, 98038","-122.02683,47.39865",186675216,R,53,33,32003
10959,"5626 S Fountain St,  Seattle, WA, 98178",Match,Non_Exact,"5626 S FOUNTAIN ST, SEATTLE, WA, 98178","-122.262764,47.50332",239773588,L,53,33,11900
10963,"29192 7th Pl S,  Federal Way, WA, 98003",Match,Exact,"29192 7TH PL S, FEDERAL WAY, WA, 98003","-122.32672,47.340336",186648565,L,53,33,30100
10962,"14710 445th Ave SE,  North Bend, WA, 98045",Match,Exact,"14710 445TH AVE SE, NORTH BEND, WA, 98045","-121.74695,47.46662",239759203,R,53,33,32702
10961,"2907 E Olive St,  Seattle, WA, 98122",Match,Non_Exact,"2907 E OLIVE ST, SEATTLE, WA, 98122","-122.29468,47.61644",186588092,R,53,33,7700
10960,"43018 SE 149th St,  North Bend, WA, 98045",Match,Non_Exact,"43018 SE 149TH ST, NORTH BEND, WA, 98045","-121.76489,47.467358",239778006,R,53,33,32702
10967,"3266 SW 325th St,  Federal Way, WA, 98023",No_Match,,,,,,,,
10966,"10918 161st Avenue Northeast,  Redmond, WA, 98052",Match,Exact,"10918 161ST AVE NE, REDMOND, WA, 98052","-122.12507,47.697243",239764364,R,53,33,32323
10965,"9507 Palatine Ave N,  Seattle, WA, 98103",Match,Exact,"9507 PALATINE AVE N, SEATTLE, WA, 98103","-122.35673,47.69803",186578550,L,53,33,1702
10964,"29640 55th Ave S,  Auburn, WA, 98001",Match,Non_Exact,"29640 55TH PL S, AUBURN, WA, 98001","-122.264725,47.336037",627654566,R,53,33,29902
10969,"3255 W Viewmont Way W,  Seattle, WA, 98199",Match,Non_Exact,"3255 W VIEWMONT WAY W, SEATTLE, WA, 98199","-122.40957,47.649197",186659094,L,53,33,5600
10968,"3035 30th Ave W,  Seattle, WA, 98199",Match,Exact,"3035 30TH AVE W, SEATTLE, WA, 98199","-122.39552,47.647217",186659410,L,53,33,5700
10972,"11530 12th Ave NE,  Seattle, WA, 98125",Match,Exact,"11530 12TH AVE NE, SEATTLE, WA, 98125","-122.31519,47.712566",186584411,R,53,33,600
10971,"44218 SE 161st Pl,  North Bend, WA, 98045",Match,Exact,"44218 SE 161ST PL, NORTH BEND, WA, 98045","-121.74988,47.45456",625251321,R,53,33,32702
10974,"28616 224th Pl SE,  Maple Valley, WA, 98038",Match,Exact,"28616 224TH PL SE, MAPLE VALLEY, WA, 98038","-122.04258,47.34512",627340038,L,53,33,31604
10973,"11219 NE 53rd St,  Kirkland, WA, 98033",Match,Non_Exact,"11219 NE 53RD ST, KIRKLAND, WA, 98033","-122.19059,47.65553",186604665,R,53,33,22702
10970,"3255 W Viewmont Way W,  Seattle, WA, 98199",Match,Non_Exact,"3255 W VIEWMONT WAY W, SEATTLE, WA, 98199","-122.40957,47.649197",186659094,L,53,33,5600
10979,"9050 NE 40th Pl,  Yarrow Point, WA, 98004",Match,Non_Exact,"9050 NE 40TH PL, YARROW POINT, WA, 98004","-122.21917,47.64604",186602440,L,53,33,24100
10976,"1614 32nd Ave,  Seattle, WA, 98122",Match,Exact,"1614 32ND AVE, SEATTLE, WA, 98122","-122.291336,47.61549",186588663,R,53,33,7800
10975,"229th Pl SE,  Sammamish, WA, 98075",No_Match,,,,,,,,
10978,"446 SE Cherry Dr,  North Bend, WA, 98045",Match,Exact,"446 SE CHERRY DR, NORTH BEND, WA, 98045","-121.78357,47.486122",186644802,R,53,33,32704
10977,"4 Cascade Key,  Bellevue, WA, 98006",Tie,,,,,,,,
8900,"1106 N 80th St,  Seattle, WA, 98103",Match,Non_Exact,"1106 N 80TH ST, SEATTLE, WA, 98103","-122.34414,47.686943",638066777,L,53,33,2700
8901,"11851 SE 176th Ct,  Renton, WA, 98058",Match,Non_Exact,"11851 SE 176TH CT, RENTON, WA, 98058","-122.182175,47.444576",627140194,L,53,33,29304
8902,"10843 Auburn Ave S,  Seattle, WA, 98178",Match,Exact,"10843 AUBURN AVE S, SEATTLE, WA, 98178","-122.24168,47.5061",186629770,R,53,33,26001
8903,"16013 88th Ave NE,  Kenmore, WA, 98028",Match,Exact,"16013 88TH AVE NE, KENMORE, WA, 98028","-122.224205,47.744457",187052589,L,53,33,22102
8904,"7553 14th Avenue Northeast,  Seattle, WA, 98115",Match,Exact,"7553 14TH AVE NE, SEATTLE, WA, 98115","-122.313194,47.683598",186585090,L,53,33,2600
8905,"7553 14th Avenue Northeast,  Seattle, WA, 98115",Match,Exact,"7553 14TH AVE NE, SEATTLE, WA, 98115","-122.313194,47.683598",186585090,L,53,33,2600
8906,"3935 47th Ave NE,  Seattle, WA, 98105",Match,Exact,"3935 47TH AVE NE, SEATTLE, WA, 98105","-122.27773,47.657104",186588328,L,53,33,4100
8907,"32625 18th Pl SW,  Federal Way, WA, 98023",Match,Exact,"32625 18TH PL SW, FEDERAL WAY, WA, 98023","-122.35814,47.30918",186707269,R,53,33,30308
8908,"8440 SE 47th Pl,  Mercer Island, WA, 98040",Match,Non_Exact,"8440 SE 47TH PL, MERCER ISLAND, WA, 98040","-122.2267,47.560772",186606904,R,53,33,24500
8909,"4908 32nd Ave NE,  Seattle, WA, 98105",Match,Exact,"4908 32ND AVE NE, SEATTLE, WA, 98105","-122.29342,47.664238",186587169,R,53,33,4200
10985,"946 NW 62nd St,  Seattle, WA, 98107",Match,Non_Exact,"946 NW 62ND ST, SEATTLE, WA, 98107","-122.36946,47.673813",186579071,R,53,33,3300
10984,"20356 105th Ave SE,  Kent, WA, 98031",Match,Non_Exact,"20356 105TH CT SE, KENT, WA, 98031","-122.20063,47.419632",628078947,L,53,33,29305
10983,"33219 176th Pl SE,  Auburn, WA, 98092",Match,Exact,"33219 176TH PL SE, AUBURN, WA, 98092","-122.106705,47.303032",239774010,R,53,33,31204
10982,"2256 38th Pl E,  Seattle, WA, 98112",Match,Exact,"2256 38TH PL E, SEATTLE, WA, 98112","-122.28386,47.638763",239772152,L,53,33,6300
10981,"2429 278th Ct SE,  Sammamish, WA, 98075",Match,Exact,"2429 278TH CT SE, SAMMAMISH, WA, 98075","-121.96783,47.586758",632191299,R,53,33,32215
10980,"27260 33rd Ave S,  Auburn, WA, 98001",Match,Exact,"27260 33RD AVE S, AUBURN, WA, 98001","-122.290665,47.356377",633295678,L,53,33,29802
10989,"26930 SE 216th St,  Maple Valley, WA, 98038",Match,Non_Exact,"26930 SE 216TH ST, MAPLE VALLEY, WA, 98038","-121.98186,47.40809",186939947,L,53,33,32003
8920,"3331 S 301st Pl,  Federal Way, WA, 98001",Match,Non_Exact,"3331 S 301ST PL, FEDERAL WAY, WA, 98001","-122.29038,47.33152",627140483,R,53,33,29901
10988,"34525 8th Ave SW,  Federal Way, WA, 98023",No_Match,,,,,,,,
10987,"1326 165th Ave NE,  Bellevue, WA, 98008",Match,Exact,"1326 165TH AVE NE, BELLEVUE, WA, 98008","-122.119896,47.621464",186999664,R,53,33,23100
10986,"16914 28th Ave SW,  Burien, WA, 98166",Match,Exact,"16914 28TH AVE SW, BURIEN, WA, 98166","-122.368774,47.45159",186624780,L,53,33,27800
8912,"15308 231st Ave SE,  Issaquah, WA, 98027",Match,Exact,"15308 231ST AVE SE, ISSAQUAH, WA, 98027","-122.03313,47.4641",187010615,R,53,33,31904
8913,"19542 Richmond Beach Dr NW,  Shoreline, WA, 98177",No_Match,,,,,,,,
8910,"1600 Shenandoah Dr E,  Seattle, WA, 98112",Match,Exact,"1600 SHENANDOAH DR E, SEATTLE, WA, 98112","-122.28941,47.63369",186588466,R,53,33,6300
8911,"2011A S Norman St,  Seattle, WA, 98144",Match,Exact,"2011 S NORMAN ST, SEATTLE, WA, 98144","-122.30598,47.593052",186593274,R,53,33,9400
8916,"7545 33rd Ave NE,  Seattle, WA, 98115",Match,Exact,"7545 33RD AVE NE, SEATTLE, WA, 98115","-122.292656,47.68353",186585595,L,53,33,2400
8917,"19111 108th Ave NE,  Bothell, WA, 98011",Match,Exact,"19111 108TH AVE NE, BOTHELL, WA, 98011","-122.19682,47.76632",239763491,L,53,33,21804
8914,"22014 108th Ave SE,  Kent, WA, 98031",Match,Exact,"22014 108TH AVE SE, KENT, WA, 98031","-122.197105,47.40458",615059841,R,53,33,29403
8915,"7545 33rd Ave NE,  Seattle, WA, 98115",Match,Exact,"7545 33RD AVE NE, SEATTLE, WA, 98115","-122.292656,47.68353",186585595,L,53,33,2400
8918,"16804 426th Ave SE,  North Bend, WA, 98045",Match,Exact,"16804 426TH AVE SE, NORTH BEND, WA, 98045","-121.773056,47.448303",239758457,R,53,33,32702
8919,"41215 250th Ave SE,  Enumclaw, WA, 98022",Match,Exact,"41215 250TH AVE SE, ENUMCLAW, WA, 98022","-122.00821,47.230835",239759375,L,53,33,31202
